08 August 2017 18:51:01
Time (ms),HR (bpm),R-R (ms)
859706,163,377
860101,163,395
860484,162,383
860849,162,365
861245,162,396
861629,161,384
862012,161,383
862374,161,362
862758,161,384
863141,161,383
863526,160,385
863911,160,385
864314,160,403
864702,160,388
865070,160,368
865474,160,404
865843,160,369
866236,160,393
866630,159,394
867018,159,388
867404,159,386
867813,158,409
868202,158,389
868574,158,372
868984,158,410
869357,158,373
869747,157,390
870154,157,407
870547,157,393
870933,157,386
871326,157,393
871715,156,389
872109,156,394
872483,156,374
872897,156,414
873293,156,396
873686,156,393
874068,156,382
874474,156,406
874873,156,399
875278,156,405
876104,155,826
876515,155,411
876946,154,431
877343,154,397
877755,152,412
878165,152,410
878579,152,414
878991,150,412
879401,150,410
879810,149,409
880224,149,414
880630,149,406
881043,149,413
881454,149,411
881869,149,415
882287,149,418
882705,149,418
883128,148,423
883550,148,422
883983,148,433
884410,148,427
884834,148,424
885266,147,432
885697,147,431
886133,146,436
886571,146,438
887000,144,429
887437,144,437
887871,144,434
888307,143,436
888743,143,436
889178,142,435
889612,142,434
890049,141,437
890489,141,440
890931,141,442
891369,140,438
891812,140,443
892254,140,442
892695,140,441
893140,139,445
893587,139,447
894028,139,441
894472,139,444
894920,139,448
895359,139,439
895806,139,447
896247,138,441
896690,138,443
897133,138,443
897578,138,445
898039,138,461
898480,138,441
898925,138,445
899369,138,444
899815,138,446
900270,137,455
900722,137,452
901186,137,464
901639,137,453
902108,137,469
902582,136,474
903058,136,476
903537,135,479
904014,135,477
904493,134,479
904976,134,483
905459,132,483
905946,132,487
906432,130,486
906920,130,488
907408,128,488
907889,128,481
908362,128,473
908827,127,465
909280,127,453
909734,127,454
910183,127,449
910627,128,444
911069,128,442
911506,130,437
911941,130,435
912373,130,432
912805,133,432
913232,133,427
913675,136,443
914080,136,405
914506,136,426
914943,139,437
915343,139,400
915756,141,413
916173,141,417
916590,141,417
917004,143,414
917413,143,409
917849,145,436
918241,145,392
918649,145,408
919061,146,412
919490,146,429
919876,147,386
920283,147,407
920693,147,410
921096,148,403
921528,148,432
921915,149,387
922323,149,408
922728,149,405
923138,149,410
923550,149,412
923958,150,408
924364,150,406
924767,150,403
925177,150,410
925583,150,406
925993,150,410
926399,150,406
926797,150,398
927205,150,408
927635,150,430
928016,150,381
928439,150,423
928842,150,403
929223,150,381
929625,150,402
930045,151,420
930428,151,383
930843,151,415
931219,151,376
931620,151,401
932018,152,398
932415,152,397
932810,152,395
933207,153,397
933607,153,400
933999,153,392
934394,154,395
934791,154,397
935186,154,395
935578,154,392
935967,154,389
936368,154,401
936760,154,392
937148,155,388
937561,155,413
937957,155,396
938346,155,389
938714,155,368
939128,155,414
939515,155,387
939880,155,365
940266,156,386
940653,156,387
941040,156,387
941422,157,382
941808,157,386
942191,157,383
942574,158,383
942976,158,402
943341,159,365
943720,159,379
944092,159,372
944480,159,388
944862,159,382
945240,159,378
945615,160,375
945989,160,374
946392,161,403
946743,161,351
947140,161,397
947518,161,378
947870,161,352
948238,161,368
948632,162,394
948988,162,356
949373,162,385
949725,162,352
950114,162,389
950468,164,354
950832,164,364
951201,164,369
951570,165,369
951934,165,364
952300,165,366
952666,166,366
953031,166,365
953393,166,362
953757,167,364
954141,167,384
954484,167,343
954846,167,362
955204,167,358
955589,168,385
955929,168,340
956293,168,364
956674,168,381
957036,168,362
957374,168,338
957728,169,354
958109,169,381
958446,169,337
958805,169,359
959163,169,358
959542,169,379
959878,170,336
960232,170,354
960586,170,354
960942,171,356
961296,171,354
961652,171,356
962028,171,376
962362,171,334
962734,172,372
963087,172,353
963419,172,332
963773,172,354
964125,172,352
964497,172,372
964833,173,336
965186,173,353
965534,173,348
965910,173,376
966241,173,331
966611,173,370
966940,174,329
967291,174,351
967635,174,344
967991,174,356
968337,174,346
968709,174,372
969057,175,348
969384,175,327
969755,175,371
970084,175,329
970432,175,348
970780,175,348
971124,175,344
971494,175,370
971820,175,326
972184,176,364
972515,176,331
972862,176,347
973222,176,360
973572,176,350
973899,176,327
974248,176,349
974589,176,341
974959,176,370
975303,177,344
975628,177,325
975990,177,362
976317,177,327
976683,177,366
977025,177,342
977372,177,347
977720,177,348
978045,177,325
978387,177,342
978732,177,345
979075,178,343
979417,178,342
979776,178,359
980124,178,348
980464,178,340
980791,178,327
981143,178,352
981472,178,329
981831,178,359
982156,178,325
982512,178,356
982839,178,327
983179,179,340
983522,179,343
983880,179,358
984225,179,345
984565,179,340
984885,179,320
985230,179,345
985569,179,339
985906,179,337
986266,179,360
986591,179,325
986946,179,355
987265,180,319
987623,180,358
987948,180,325
988303,180,355
988640,180,337
988980,180,340
989302,180,322
989642,180,340
989981,180,339
990341,181,360
990660,181,319
990994,181,334
991351,181,357
991675,181,324
992029,181,354
992348,181,319
992702,181,354
993023,181,321
993379,181,356
993698,181,319
994057,181,359
994394,181,337
994712,181,318
995066,181,354
995407,181,341
995723,181,316
996056,181,333
996402,181,346
996735,181,333
997073,181,338
997427,181,354
997744,182,317
998103,182,359
998421,182,318
998777,182,356
999090,182,313
999445,182,355
999782,181,337
1000120,181,338
1000439,181,319
1000787,181,348
1001105,181,318
1001443,181,338
1001783,182,340
1002134,182,351
1002455,182,321
1002811,182,356
1003142,182,331
1003464,182,322
1003796,182,332
1004154,182,358
1004471,182,317
1004808,182,337
1005146,182,338
1005497,182,351
1005836,182,339
1006155,182,319
1006497,182,342
1006847,182,350
1007173,182,326
1007512,182,339
1007866,181,354
1008207,181,341
1008551,181,344
1008891,181,340
1009213,181,322
1009555,181,342
1009896,180,341
1010237,180,341
1010595,180,358
1010920,180,325
1011267,180,347
1011609,180,342
1011970,180,361
1012297,180,327
1012641,180,344
1013001,179,360
1013350,179,349
1013678,179,328
1014039,178,361
1014387,178,348
1014716,178,329
1015082,177,366
1015425,177,343
1015775,177,350
1016106,177,331
1016471,177,365
1016817,177,346
1017168,176,351
1017500,176,332
1017864,176,364
1018216,176,352
1018554,176,338
1018921,176,367
1019269,176,348
1019620,176,351
1019974,176,354
1020309,175,335
1020682,175,373
1021031,175,349
1021390,175,359
1021728,175,338
1022102,174,374
1022460,174,358
1022801,174,341
1023181,173,380
1023523,173,342
1023899,173,376
1024243,172,344
1024608,172,365
1024984,172,376
1025349,171,365
1025713,171,364
1026072,171,359
1026439,170,367
1026785,170,346
1027151,170,366
1027534,169,383
1027885,169,351
1028271,168,386
1028636,168,365
1028987,168,351
1029360,168,373
1029749,168,389
1030108,168,359
1030479,167,371
1030854,167,375
1031249,167,395
1031611,166,362
1032010,166,399
1032744,165,734
1033146,165,402
1033532,163,386
1033902,163,370
1034283,163,381
1034685,162,402
1035048,162,363
1035434,161,386
1035833,161,399
1036203,161,370
1036607,160,404
1036972,160,365
1037380,160,408
1037749,160,369
1038142,160,393
1038537,159,395
1038930,159,393
1039333,159,403
1039739,158,406
1040147,158,408
1040554,156,407
1040968,156,414
1041385,156,417
1041806,155,421
1042231,155,425
1042656,152,425
1043083,152,427
1043513,152,430
1043941,149,428
1044368,149,427
1044800,147,432
1045228,147,428
1045656,145,428
1046086,145,430
1046513,145,427
1046944,144,431
1047372,144,428
1047804,143,432
1048233,143,429
1048666,143,433
1049096,142,430
1049528,142,432
1049960,142,432
1050392,142,432
1050827,142,435
1051262,142,435
1051702,142,440
1052135,142,433
1052577,142,442
1053017,141,440
1053457,141,440
1053892,140,435
1054337,140,445
1054782,140,445
1055223,140,441
1055671,140,448
1056118,139,447
1056568,139,450
1057016,139,448
1057472,139,456
1057926,138,454
1058379,138,453
1058832,138,453
1059290,137,458
1059744,137,454
1060199,136,455
1060658,136,459
1061111,135,453
1061565,135,454
1062024,135,459
1062478,135,454
1062934,135,456
1063389,135,455
1063845,135,456
1064302,135,457
1064759,135,457
1065221,134,462
1065704,134,483
1066149,134,445
1066619,134,470
1067086,134,467
1067563,133,477
1068039,133,476
1068516,132,477
1068994,132,478
1069471,132,477
1069955,132,484
1070442,131,487
1070929,131,487
1071408,129,479
1071876,129,468
1072352,129,476
1072828,129,476
1073303,128,475
1073777,128,474
1074253,128,476
1074732,128,479
1075213,128,481
1075703,128,490
1076194,128,491
1076685,128,491
1077184,128,499
1077682,127,498
1078115,127,433
1078677,127,562
1079171,127,494
1079667,126,496
1080169,126,502
1080661,124,492
1081164,124,503
1081364,124,200
1081662,124,298
1082155,124,493
1082654,124,499
1083149,124,495
1083642,124,493
1084134,124,492
1084629,124,495
1085118,124,489
1085603,124,485
1086099,124,496
1086584,124,485
1087065,124,481
1087543,124,478
1088018,125,475
1088489,125,471
1088953,125,464
1089420,125,467
1089877,126,457
1090142,126,265
1090791,129,649
1091236,129,445
1091679,129,443
1092122,131,443
1092562,131,440
1093000,133,438
1093436,133,436
1093870,135,434
1094301,135,431
1094727,135,426
1095155,136,428
1095584,136,429
1096005,138,421
1096456,138,451
1096858,140,402
1097277,140,419
1097704,140,427
1098127,142,423
1098550,142,423
1098968,143,418
1099390,143,422
1099810,143,420
1100229,144,419
1100651,144,422
1101069,144,418
1101511,144,442
1101934,144,423
1102349,145,415
1102753,145,404
1103177,145,424
1103592,145,415
1104008,145,416
1104424,145,416
1104841,145,417
1105259,146,418
1105671,146,412
1106087,146,416
1106495,146,408
1106908,146,413
1107319,147,411
1107729,147,410
1108140,148,411
1108548,148,408
1108959,148,411
1109371,148,412
1109778,148,407
1110184,148,406
1110595,148,411
1111003,148,408
1111408,149,405
1111815,149,407
1112222,149,407
1112624,149,402
1113030,149,406
1113460,150,430
1113844,150,384
1114243,150,399
1114669,150,426
1115048,150,379
1115451,151,403
1115853,151,402
1116256,151,403
1116658,151,402
1117059,151,401
1117481,152,422
1117884,152,403
1118266,152,382
1118664,152,398
1119062,152,398
1119482,152,420
1119852,152,370
1120255,152,403
1120652,152,397
1121049,152,397
1121444,153,395
1121833,153,389
1122228,153,395
1122622,154,394
1123038,154,416
1123406,154,368
1123795,154,389
1124208,154,413
1124599,155,391
1124965,155,366
1125349,155,384
1125741,156,392
1126120,156,379
1126512,156,392
1126906,156,394
1127290,156,384
1127672,157,382
1128082,157,410
1128469,157,387
1128826,158,357
1129230,158,404
1129593,158,363
1129973,158,380
1130353,158,380
1130730,159,377
1131109,159,379
1131487,159,378
1131867,160,380
1132243,160,376
1132616,160,373
1132989,161,373
1133370,161,381
1133738,161,368
1134135,161,397
1134489,161,354
1134857,162,368
1135227,162,370
1135597,162,370
1135967,163,370
1136336,163,369
1136705,163,369
1137074,164,369
1137442,164,368
1137803,165,361
1138167,165,364
1138537,165,370
1138901,166,364
1139270,166,369
1139632,166,362
1140015,167,383
1140354,167,339
1140722,167,368
1141084,167,362
1141442,167,358
1141802,167,360
1142161,168,359
1142524,168,363
1142884,168,360
1143244,169,360
1143604,169,360
1143962,169,358
1144340,169,378
1144677,169,337
1145036,170,359
1145409,170,373
1145751,170,342
1146104,170,353
1146483,170,379
1146819,170,336
1147173,171,354
1147527,171,354
1147882,171,355
1148238,172,356
1148610,172,372
1148940,172,330
1149314,172,374
1149645,172,331
1150020,172,375
1150354,173,334
1150707,173,353
1151056,173,349
1151410,173,354
1151759,173,349
1152111,173,352
1152481,174,370
1152807,174,326
1153157,174,350
1153506,174,349
1153850,174,344
1154201,175,351
1154548,175,347
1154901,175,353
1155262,175,361
1155593,175,331
1155963,175,370
1156291,176,328
1156637,176,346
1156980,176,343
1157351,176,371
1157677,176,326
1158041,176,364
1158368,176,327
1158712,176,344
1159059,176,347
1159404,177,345
1159751,177,347
1160095,177,344
1160455,177,360
1160781,177,326
1161127,177,346
1161468,177,341
1161835,177,367
1162156,177,321
1162505,177,349
1162847,177,342
1163192,177,345
1163536,178,344
1163879,178,343
1164246,178,367
1164586,177,340
1164927,177,341
1165253,177,326
1165594,178,341
1165937,178,343
1166298,178,361
1166624,178,326
1166964,178,340
1167324,178,360
1167666,179,342
1167984,179,318
1168343,179,359
1168668,179,325
1169008,179,340
1169351,179,343
1170030,179,679
1170374,179,344
1170732,180,358
1171076,180,344
1171393,180,317
1171735,180,342
1172075,180,340
1172410,180,335
1172767,180,357
1173085,180,318
1173450,180,365
1173769,180,319
1174125,180,356
1174446,180,321
1174803,180,357
1175142,180,339
1175465,180,323
1175801,181,336
1176140,181,339
1176476,181,336
1176820,180,344
1177168,180,348
1177488,180,320
1177827,181,339
1178166,181,339
1178503,181,337
1178843,181,340
1179177,181,334
1179517,181,340
1179874,181,357
1180210,181,336
1180526,181,316
1180882,181,356
1181204,181,322
1181557,181,353
1181894,181,337
1182236,181,342
1182551,181,315
1182904,181,353
1183241,181,337
1183580,181,339
1183912,181,332
1184234,181,322
1184567,181,333
1184906,182,339
1185263,182,357
1185581,182,318
1185938,182,357
1186269,182,331
1186590,182,321
1186948,182,358
1187279,182,331
1187600,182,321
1187937,182,337
1188292,182,355
1188629,182,337
1188948,182,319
1189306,181,358
1189637,181,331
1189980,181,343
1190301,182,321
1190639,182,338
1190977,182,338
1191316,182,339
1191655,182,339
1192011,182,356
1192352,181,341
1192694,181,342
1193029,181,335
1193355,181,326
1193699,181,344
1194041,181,342
1194400,180,359
1194723,180,323
1195089,180,366
1195426,180,337
1195756,180,330
1196096,180,340
1196456,179,360
1196783,179,327
1197127,179,344
1197491,179,364
1197832,179,341
1198181,179,349
1198507,178,326
1198872,178,365
1199217,178,345
1199566,178,349
1199896,178,330
1200246,178,350
1200608,177,362
1200941,177,333
1201291,177,350
1201657,177,366
1202005,177,348
1202340,176,335
1202711,176,371
1203056,176,345
1203396,176,340
1203747,176,351
1204099,176,352
1204468,175,369
1204806,175,338
1205178,175,372
1205529,174,351
1205888,174,359
1206227,174,339
1206596,173,369
1206955,173,359
1207295,173,340
1207670,173,375
1208031,173,361
1208371,173,340
1208734,172,363
1209098,172,364
1209460,172,362
1209838,171,378
1210184,171,346
1210546,171,362
1210913,171,367
1211283,171,370
1211650,169,367
1212039,169,389
1212406,169,367
1212782,168,376
1213155,168,373
1213512,168,357
1213889,167,377
1214262,167,373
1214641,165,379
1215036,165,395
1215395,165,359
1215775,164,380
1216171,164,396
1216549,164,378
1216915,163,366
1217312,163,397
1217696,162,384
1218082,162,386
1218466,162,384
1219243,162,777
1220410,161,1167
1220803,161,393
1221183,161,380
1221590,161,407
1221984,161,394
1222380,161,396
1222763,161,383
1223178,161,415
1223551,161,373
1224360,159,809
1224766,159,406
1225182,158,416
1225591,158,409
1225980,155,389
1226391,155,411
1226798,155,407
1227213,153,415
1227630,153,417
1228036,151,406
1228447,151,411
1228859,151,412
1229263,150,404
1229674,150,411
1230085,149,411
1230498,149,413
1230914,149,416
1231327,149,413
1231745,149,418
1232168,148,423
1232591,148,423
1233016,148,425
1233448,148,432
1233881,148,433
1234324,147,443
1234769,147,445
1235214,145,445
1235669,145,455
1236123,142,454
1236580,142,457
1237036,142,456
1237492,140,456
1237956,140,464
1238408,138,452
1238868,138,460
1239323,136,455
1239775,136,452
1240225,135,450
1240672,135,447
1241123,135,451
1241572,134,449
1242013,134,441
1242466,134,453
1242918,134,452
1243364,135,446
1243817,135,453
1244270,135,453
1244721,135,451
1245179,135,458
1245638,135,459
1246094,135,456
1246557,135,463
1247020,135,463
1247483,135,463
1247959,135,476
1248429,134,470
1248907,134,478
1249390,134,483
1249874,133,484
1250369,133,495
1250860,131,491
1251348,131,488
1251838,130,490
1252340,130,502
1252845,128,505
1253348,128,503
1253860,126,512
1254363,126,503
1254870,125,507
1255379,125,509
1255883,123,504
1256380,123,497
1256878,122,498
1257377,122,499
1257870,122,493
1258368,122,498
1258870,121,502
1259374,121,504
1259872,121,498
1260367,121,495
1260874,122,507
1261367,122,493
1261856,122,489
1262344,122,488
1262839,122,495
1263321,122,482
1263831,123,510
1264344,123,513
1264839,123,495
1265347,123,508
1265862,123,515
1266375,123,513
1266891,122,516
1267410,122,519
1267933,122,523
1268458,122,525
1268976,121,518
1269502,121,526
1270025,120,523
1270528,120,503
1271023,119,495
1271232,119,209
1271513,119,281
1271989,119,476
1272456,119,467
1272923,119,467
1273382,119,459
1273847,119,465
1274299,119,452
1274748,119,449
1275218,122,470
1275639,122,421
1276077,126,438
1276521,126,444
1276950,126,429
1277382,130,432
1277814,130,432
1278242,137,428
1278668,137,426
1279096,137,428
1279528,138,432
1279956,138,428
1280380,140,424
1280806,140,426
1281253,142,447
1281653,142,400
1282075,142,422
1282520,142,445
1282915,142,395
1283336,143,421
1283781,143,445
1284178,143,397
1284593,144,415
1285037,144,444
1285435,145,398
1285849,145,414
1286264,145,415
1286683,145,419
1287093,145,410
1287506,146,413
1287939,146,433
1288332,146,393
1288748,146,416
1289156,146,408
1289562,147,406
1289976,147,414
1290381,148,405
1290788,148,407
1291214,148,426
1291594,149,380
1291998,149,404
1292404,149,406
1292809,149,405
1293211,149,402
1293608,150,397
1294033,150,425
1294414,150,381
1294813,151,399
1295213,151,400
1295612,152,399
1296013,152,401
1296410,152,397
1296834,152,424
1297229,152,395
1297601,152,372
1298020,152,419
1298424,152,404
1298795,153,371
1299191,153,396
1299588,153,397
1300000,153,412
1300401,153,401
1300776,154,375
1301170,154,394
1301563,154,393
1301979,154,416
1302349,154,370
1302742,155,393
1303158,155,416
1303552,155,394
1303920,155,368
1304334,155,414
1304703,155,369
1305093,155,390
1305483,155,390
1305876,156,393
1306264,156,388
1306653,156,389
1307064,156,411
1307432,156,368
1307817,157,385
1308227,157,410
1308594,157,367
1308979,157,385
1309360,157,381
1309767,157,407
1310124,157,357
1310509,157,385
1310891,158,382
1311298,158,407
1311657,158,359
1312035,159,378
1312412,159,377
1312799,159,387
1313171,160,372
1313547,160,376
1313925,161,378
1314301,161,376
1314703,161,402
1315052,161,349
1315424,161,372
1315817,161,393
1316167,162,350
1316541,162,374
1316914,162,373
1317282,163,368
1317651,163,369
1318041,164,390
1318389,164,348
1318752,164,363
1319120,165,368
1319484,165,364
1319847,165,363
1320215,166,368
1320575,166,360
1320941,166,366
1321300,167,359
1321687,167,387
1322046,167,359
1322382,168,336
1322749,168,367
1323107,168,358
1323466,168,359
1323826,168,360
1324207,169,381
1324570,169,363
1324903,169,333
1325283,169,380
1325641,169,358
1325975,169,334
1326331,170,356
1326692,170,361
1327043,170,351
1327392,171,349
1327752,171,360
1328125,171,373
1328457,172,332
1328810,172,353
1329166,172,356
1329519,173,353
1329868,173,349
1330241,173,373
1330571,173,330
1330927,173,356
1331278,173,351
1331651,173,373
1331980,173,329
1332332,173,352
1332703,173,371
1333032,173,329
1333386,174,354
1333751,174,365
1334085,174,334
1334452,174,367
1334797,174,345
1335133,174,336
1335475,175,342
1335828,175,353
1336172,175,344
1336515,175,343
1336869,175,354
1337215,175,346
1337574,176,359
1337904,176,330
1338270,176,366
1338592,176,322
1338959,176,367
1339285,176,326
1339630,177,345
1339993,177,363
1340340,177,347
1340669,177,329
1341033,177,364
1341359,177,326
1341721,177,362
1342044,177,323
1342391,177,347
1342735,178,344
1343100,178,365
1343423,178,323
1343767,178,344
1344109,178,342
1344452,178,343
1344795,178,343
1345157,178,362
1345497,178,340
1345821,178,324
1346164,178,343
1346503,178,339
1346844,179,341
1347212,179,368
1347527,179,315
1347872,179,345
1348228,179,356
1348556,179,328
1348915,179,359
1349235,179,320
1349594,179,359
1349918,179,324
1350255,179,337
1350599,179,344
1350957,179,358
1351280,179,323
1351619,179,339
1351977,180,358
1352323,180,346
1352640,180,317
1352982,179,342
1353339,179,357
1353662,179,323
1353998,180,336
1354339,180,341
1354697,180,358
1355017,180,320
1355357,180,340
1355712,180,355
1356055,180,343
1356373,180,318
1356732,180,359
1357068,180,336
1357389,180,321
1357726,180,337
1358065,180,339
1358420,180,355
1358740,180,320
1359096,181,356
1359432,181,336
1359754,181,322
1360109,181,355
1360447,181,338
1360764,181,317
1361100,181,336
1361456,181,356
1361777,181,321
1362113,181,336
1362451,181,338
1362785,181,334
1363124,182,339
1363460,182,336
1363814,182,354
1364133,182,319
1364468,182,335
1364802,182,334
1365140,182,338
1365495,182,355
1365817,182,322
1366150,181,333
1366488,181,338
1366838,181,350
1367158,181,320
1367513,181,355
1367845,181,332
1368163,181,318
1368500,182,337
1368848,182,348
1369186,182,338
1369499,182,313
1369852,182,353
1370170,182,318
1370507,183,337
1370860,183,353
1371193,183,333
1371514,183,321
1371853,183,339
1372200,183,347
1372540,182,340
1372879,182,339
1373197,182,318
1373552,182,355
1373890,182,338
1374229,182,339
1374565,181,336
1374888,181,323
1375247,181,359
1375570,181,323
1375923,181,353
1376266,181,343
1376587,181,321
1376942,181,355
1377286,181,344
1377607,181,321
1377951,181,344
1378306,181,355
1378651,180,345
1378996,180,345
1379334,180,338
1379681,180,347
1380006,180,325
1380353,180,347
1380711,179,358
1381059,179,348
1381385,179,326
1381749,178,364
1382096,178,347
1382444,178,348
1382793,178,349
1383136,178,343
1383483,178,347
1383818,177,335
1384167,177,349
1384531,177,364
1384863,177,332
1385216,177,353
1385583,177,367
1385918,177,335
1386268,177,350
1386620,177,352
1386972,176,352
1387326,176,354
1387679,175,353
1388049,175,370
1388407,175,358
1388746,174,339
1389101,174,355
1389457,174,356
1389815,173,358
1390176,173,361
1390547,173,371
1390910,172,363
1391274,172,364
1391631,172,357
1391996,171,365
1392340,171,344
1392706,171,366
1393071,170,365
1393435,170,364
1393821,170,386
1394183,170,362
1394554,170,371
1394904,169,350
1395290,169,386
1395645,169,355
1396014,168,369
1396388,168,374
1396763,168,375
1397135,167,372
1397513,167,378
1397905,166,392
1398266,166,361
1398666,166,400
1399028,164,362
1399408,164,380
1399790,164,382
1400178,163,388
1400561,163,383
1400944,163,383
1401333,162,389
1401723,162,390
1402109,160,386
1402498,160,389
1402886,160,388
1403269,160,383
1403659,160,390
1404045,159,386
1404435,159,390
1404825,159,390
1405218,158,393
1405609,158,391
1406009,158,400
1406409,157,400
1406809,157,400
1407212,156,403
1407620,156,408
1408027,156,407
1408439,155,412
1408852,155,413
1409263,153,411
1409682,153,419
1410102,153,420
1410521,151,419
1410941,151,420
1411365,149,424
1411787,149,422
1412213,149,426
1412642,148,429
1413067,148,425
1413494,146,427
1413924,146,430
1414350,145,426
1414780,145,430
1415211,145,431
1415638,144,427
1416071,144,433
1416506,143,435
1416936,143,430
1417372,143,436
1417811,143,439
1418246,143,435
1418683,142,437
1419126,142,443
1419567,141,441
1420003,141,436
1420439,140,436
1420879,140,440
1421318,140,439
1421751,140,433
1422190,140,439
1422627,140,437
1423064,140,437
1423501,140,437
1423945,140,444
1424386,140,441
1424832,139,446
1425291,139,459
1425754,139,463
1426210,139,456
1426674,138,464
1427130,138,456
1427581,138,451
1428044,137,463
1428507,137,463
1428965,135,458
1429419,135,454
1429886,134,467
1430358,134,472
1430831,133,473
1431313,133,482
1431793,132,480
1432274,132,481
1432765,131,491
1433250,131,485
1433743,130,493
1434240,130,497
1434732,130,492
1435236,128,504
1435738,128,502
1436239,127,501
1436751,127,512
1437259,125,508
1437767,125,508
1438283,124,516
1438798,124,515
1439311,122,513
1439829,122,518
1440348,121,519
1440860,121,512
1441370,120,510
1441882,120,512
1442379,119,497
1442873,119,494
1443373,119,500
1443868,119,495
1444361,120,493
1444860,120,499
1445353,120,493
1445852,120,499
1446354,121,502
1446855,121,501
1447355,122,500
1447859,122,504
1448358,122,499
1448860,122,502
1449361,122,501
1449861,122,500
1450357,122,496
1450855,122,498
1451351,122,496
1451858,122,507
1452359,122,501
1452835,122,476
1453333,122,498
1453834,122,501
1454340,122,506
1454843,122,503
1455365,122,522
1455882,122,517
1456401,122,519
1456914,122,513
1457418,122,504
1457913,122,495
1458398,121,485
1458881,121,483
1459353,121,472
1459819,121,466
1460280,121,461
1460740,122,460
1461194,122,454
1461639,124,445
1462084,124,445
1462544,128,460
1462965,128,421
1463403,128,438
1463836,131,433
1464267,131,431
1464699,134,432
1465152,134,453
1465587,137,435
1465989,137,402
1466442,137,453
1466852,139,410
1467276,139,424
1467705,140,429
1468136,140,431
1468562,142,426
1468985,142,423
1469414,142,429
1469843,142,429
1470267,142,424
1470687,143,420
1471135,143,448
1471537,143,402
1471952,143,415
1472373,143,421
1472801,144,428
1473218,144,417
1473636,144,418
1474056,144,420
1474499,144,443
1474895,144,396
1475314,144,419
1475754,145,440
1476146,145,392
1476562,145,416
1476985,145,423
1477404,145,419
1477817,146,413
1478231,146,414
1478673,146,442
1479070,146,397
1479481,146,411
1479918,146,437
1480335,146,417
1480740,146,405
1481132,146,392
1481569,146,437
1481963,147,394
1482368,147,405
1482801,147,433
1483188,147,387
1483598,147,410
1484009,148,411
1484419,148,410
1484844,148,425
1485229,149,385
1485658,149,429
1486044,149,386
1486450,149,406
1486877,149,427
1487261,150,384
1487664,150,403
1488065,150,401
1488469,150,404
1488873,150,404
1489269,151,396
1489690,151,421
1490072,151,382
1490473,151,401
1490868,151,395
1491290,152,422
1491661,152,371
1492057,152,396
1492474,152,417
1492851,152,377
1493243,153,392
1493638,153,395
1494029,153,391
1494426,154,397
1494812,154,386
1495225,155,413
1495607,155,382
1495985,155,378
1496374,156,389
1496757,156,383
1497150,156,393
1497535,156,385
1497920,156,385
1498325,157,405
1498690,157,365
1499065,157,375
1499445,158,380
1499830,158,385
1500218,158,388
1500589,159,371
1500963,159,374
1501364,160,401
1501718,160,354
1502092,160,374
1502463,161,371
1502859,161,396
1503212,161,353
1503579,162,367
1503948,162,369
1504321,162,373
1504713,163,392
1505058,163,345
1505429,164,371
1505795,164,366
1506160,164,365
1506528,165,368
1506895,165,367
1507256,165,361
1507622,166,366
1508009,166,387
1508350,166,341
1508708,167,358
1509075,167,367
1509434,167,359
1509793,168,359
1510151,168,358
1510511,168,360
1510888,168,377
1511229,168,341
1511584,169,355
1511945,169,361
1512301,169,356
1512658,170,357
1513014,170,356
1513368,170,354
1513747,171,379
1514080,171,333
1514434,171,354
1514790,171,356
1515145,171,355
1515497,171,352
1515849,172,352
1516205,172,356
1516553,172,348
1516906,173,353
1517281,173,375
1517609,173,328
1517979,173,370
1518315,173,336
1518664,173,349
1519014,174,350
1519361,174,347
1519710,174,349
1520062,174,352
1520408,174,346
1520759,174,351
1521098,175,339
1521450,175,352
1521804,176,354
1522149,176,345
1522494,176,345
1522844,176,350
1523188,176,344
1523536,176,348
1523899,176,363
1524227,176,328
1524575,176,348
1524915,176,340
1525269,176,354
1525614,176,345
1525954,176,340
1526321,176,367
1526646,176,325
1527007,177,361
1527336,177,329
1527680,177,344
1528025,177,345
1528363,177,338
1528713,177,350
1529053,178,340
1529398,178,345
1529739,178,341
1530083,178,344
1530444,178,361
1530770,178,326
1531136,178,366
1531457,178,321
1531797,178,340
1532142,178,345
1532502,178,360
1532828,178,326
1533170,178,342
1533531,178,361
1533852,178,321
1534195,179,343
1534539,179,344
1534876,179,337
1535219,179,343
1535561,179,342
1535900,179,339
1536243,179,343
1536583,179,340
1537287,179,704
1537599,179,312
1537950,179,351
1538304,179,354
1538628,179,324
1538968,179,340
1539310,179,342
1539644,179,334
1539990,179,346
1540324,180,334
1540659,180,335
1541022,180,363
1541336,180,314
1541673,180,337
1542014,180,341
1542375,181,361
1542690,181,315
1543023,181,333
1543388,181,365
1543705,181,317
1544039,181,334
1544383,181,344
1544735,181,352
1545056,181,321
1545392,181,336
1545750,181,358
1546067,181,317
1546403,181,336
1546743,181,340
1547098,181,355
1547416,181,318
1547768,181,352
1548110,181,342
1548428,181,318
1548764,181,336
1549118,181,354
1549439,181,321
1549796,181,357
1550130,181,334
1550448,181,318
1550808,181,360
1551140,181,332
1551461,181,321
1551797,181,336
1552154,181,357
1552472,181,318
1552810,182,338
1553149,182,339
1553488,182,339
1553826,182,338
1554164,182,338
1554520,182,356
1554839,182,319
1555178,182,339
1555532,182,354
1555853,181,321
1556209,181,356
1556546,181,337
1556865,181,319
1557227,181,362
1557559,181,332
1557901,180,342
1558220,180,319
