04 August 2017 12:53:19
Time (ms),HR (bpm),R-R (ms)
4270375,71,959
4271269,72,894
4272120,72,851
4272967,72,847
4273789,71,822
4274543,71,754
4275294,71,751
4276040,71,746
4276795,71,755
4277550,71,755
4278351,72,801
4279247,72,896
4280168,73,921
4281111,74,943
4282074,74,963
4282991,74,917
4283866,74,875
4284727,73,861
4285588,73,861
4286380,73,792
4287187,73,807
4288010,72,823
4288872,72,862
4289719,71,847
4290609,71,890
4291563,70,954
4292488,70,925
4293418,70,930
4294345,70,927
4295250,70,905
4296085,70,835
4296922,70,837
4297750,69,828
4298571,69,821
4299380,69,809
4300223,69,843
4301118,69,895
4302022,69,904
4302895,69,873
4303801,70,906
4304711,70,910
4305571,70,860
4306408,70,837
4307239,70,831
4308089,70,850
4308902,70,813
4309719,70,817
4310524,70,805
4311349,70,825
4312133,71,784
4312948,71,815
4313794,71,846
4314655,72,861
4315448,72,793
4316274,73,826
4317119,73,845
4317923,74,804
4318719,74,796
4319511,74,792
4320302,74,791
4321045,74,743
4321822,74,777
4322623,74,801
4323459,75,836
4324289,75,830
4325160,75,871
4325987,75,827
4326785,75,798
4327521,75,736
4328271,76,750
4329036,76,765
4329852,76,816
4330679,76,827
4331512,75,833
4332362,75,850
4333220,75,858
4334021,75,801
4334792,75,771
4335562,75,770
4336348,75,786
4337126,75,778
4337919,75,793
4338778,75,859
4339703,75,925
4340620,75,917
4341537,75,917
4342458,75,921
4343347,74,889
4344190,74,843
4345031,74,841
4345883,73,852
4346712,72,829
4347513,71,801
4348321,71,808
4349168,71,847
4350068,71,900
4350971,71,903
4351910,70,939
4352867,70,957
4353762,71,895
4354642,70,880
4355509,70,867
4356381,70,872
4357216,70,835
4358064,70,848
4358899,69,835
4359699,69,800
4360454,69,755
4361205,69,751
4361968,70,763
4362698,70,730
4363413,71,715
4364164,72,751
4364946,75,782
4365709,75,763
4366531,76,822
4367426,77,895
4368308,78,882
4369150,78,842
4370008,78,858
4370874,78,866
4371711,78,837
4372538,77,827
4373413,76,875
4374305,75,892
4375154,73,849
4376026,73,872
4376975,72,949
4377940,72,965
4378796,71,856
4379699,70,903
4380603,70,904
4381430,70,827
4382212,69,782
4383001,69,789
4383819,69,818
4384647,69,828
4385458,69,811
4386280,69,822
4387140,70,860
4387979,71,839
4388813,71,834
4389668,72,855
4390533,73,865
4391363,73,830
4392208,73,845
4393071,73,863
4393940,73,869
4394803,73,863
4395716,73,913
4396646,72,930
4397540,72,894
4398432,71,892
4399335,71,903
4400224,71,889
4401088,70,864
4401988,70,900
4402871,69,883
4403727,69,856
4404584,69,857
4405464,68,880
4406366,68,902
4407225,68,859
4408124,68,899
4409046,68,922
4409962,68,916
4410860,68,898
4411755,68,895
4412631,68,876
4413451,68,820
4414309,68,858
4415181,68,872
4416073,68,892
4416969,68,896
4417910,68,941
4418864,68,954
4419754,68,890
4420645,68,891
4421522,68,877
4422394,68,872
4423248,68,854
4424109,68,861
4424979,68,870
4425825,68,846
4426688,68,863
4427577,68,889
4428456,68,879
4429268,68,812
4430100,69,832
4430955,69,855
4431786,69,831
4432571,70,785
4433391,70,820
4434220,71,829
4435028,71,808
4435831,71,803
4436662,72,831
4437510,73,848
4438332,73,822
4439156,73,824
4439991,73,835
4440829,73,838
4441609,74,780
4442329,74,720
4443023,74,694
4443721,74,698
4444427,74,706
4445186,74,759
4446003,75,817
4446877,76,874
4447372,76,495
4448576,77,1204
4449402,77,826
4450207,77,805
4451004,76,797
4451794,76,790
4452582,76,788
4453373,76,791
4454194,77,821
4455091,77,897
4456030,77,939
4456987,77,957
4457923,77,936
4458869,77,946
4459800,77,931
4460681,76,881
4461541,74,860
4462382,73,841
4463215,70,833
4464029,70,814
4464832,70,803
4465649,70,817
4466482,69,833
4467333,69,851
4468193,69,860
4469086,69,893
4469971,70,885
4470826,71,855
4471674,71,848
4472511,71,837
4473338,72,827
4474138,72,800
4474932,72,794
4475720,72,788
4476504,72,784
4477271,72,767
4478033,72,762
4478819,73,786
4479636,74,817
4480469,74,833
4481268,74,799
4482096,75,828
4482942,76,846
4483750,76,808
4484534,76,784
4485320,76,786
4486113,76,793
4486878,76,765
4487642,76,764
4488420,76,778
4489222,76,802
4490043,76,821
4490925,76,882
4491799,76,874
4492613,76,814
4493410,76,797
4494232,76,822
4495090,76,858
4495909,75,819
4496757,75,848
4497564,75,807
4498334,74,770
4499075,74,741
4499821,74,746
4500573,74,752
4501326,74,753
4502073,75,747
4502822,75,749
4503558,76,736
4504293,78,735
4505014,78,721
4505709,78,695
4506378,80,669
4507063,80,685
4507716,81,653
4508358,83,642
4508968,83,610
4509623,84,655
4510231,86,608
4510902,86,671
4511533,89,631
4512207,89,674
4512887,90,680
4513543,92,656
4514203,92,660
4514872,93,669
4515548,93,676
4516267,93,719
4517018,93,751
4517793,93,775
4518582,91,789
4519371,91,789
4520145,91,774
4520867,90,722
4521571,87,704
4522266,87,695
4522950,86,684
4523627,84,677
4524321,84,694
4525040,84,719
4525797,83,757
4526627,83,830
4527559,83,932
4528525,83,966
4529490,83,965
4530464,83,974
4531401,83,937
4532254,83,853
4533107,83,853
4533972,82,865
4534837,79,865
4535759,79,922
4536734,77,975
4537685,76,951
4538691,74,1006
4539683,72,992
4540613,72,930
4541560,70,947
4542505,68,945
4543409,66,904
4544320,65,911
4545247,65,927
4546123,65,876
4546994,65,871
4547897,65,903
4548831,65,934
4549733,65,902
4550683,65,950
4551657,65,974
4552531,66,874
4553406,66,875
4554277,67,871
4555096,67,819
4555926,67,830
4556778,67,852
4557636,67,858
4558476,68,840
4559269,68,793
4560029,68,760
4560765,69,736
4561487,71,722
4562193,71,706
4562893,71,700
4563596,73,703
4564292,73,696
4564968,75,676
4565646,78,678
4566323,78,677
4567014,80,691
4567710,83,696
4568409,83,699
4569116,85,707
4569835,87,719
4570559,87,724
4571282,87,723
4572022,88,740
4572785,87,763
4573567,87,782
4574331,87,764
4575103,86,772
4575879,85,776
4576669,85,790
4577487,84,818
4578338,83,851
4579222,82,884
4580085,81,863
4580975,79,890
4581851,79,876
4582701,77,850
4583548,76,847
4584395,75,847
4585233,74,838
4586046,73,813
4586864,73,818
4587678,72,814
4588528,72,850
4589402,72,874
4590309,72,907
4591195,72,886
4592091,72,896
4592993,72,902
4593877,71,884
4594699,71,822
4595498,71,799
4596318,71,820
4597186,71,868
4598075,71,889
4598956,70,881
4599882,70,926
4600805,70,923
4601662,70,857
4602544,70,882
4603451,70,907
4604261,70,810
4605072,70,811
4605893,70,821
4606720,69,827
4607496,70,776
4608269,70,773
4609096,70,827
4609977,70,881
4610865,71,888
4611817,71,952
4612763,72,946
4613615,72,852
4614441,72,826
4615257,72,816
4616037,72,780
4616786,72,749
4617531,72,745
4618288,72,757
4619022,72,734
4619765,73,743
4620547,73,782
4621408,73,861
4622238,74,830
4623099,75,861
4623894,76,795
4624735,76,841
4625602,77,867
4626434,77,832
4627270,77,836
4628109,76,839
4628915,76,806
4629699,75,784
4630490,74,791
4631301,74,811
4632125,73,824
4632969,73,844
4633886,73,917
4634806,73,920
4635659,73,853
4636528,73,869
4637408,73,880
4638258,73,850
4639091,73,833
4639946,72,855
4640821,72,875
4641665,71,844
4642518,71,853
4643379,70,861
4644229,70,850
4645065,70,836
4645933,70,868
4646826,70,893
4647681,70,855
4648513,71,832
4649355,71,842
4650206,71,851
4651032,71,826
4651865,71,833
4652739,71,874
4653638,71,899
4654496,71,858
4655375,71,879
4656264,71,889
4657122,71,858
4657950,71,828
4658772,71,822
4659614,71,842
4660433,71,819
4661251,71,818
4662091,71,840
4662942,71,851
4663772,71,830
4664627,71,855
4665514,72,887
4666391,72,877
4667225,72,834
4668067,72,842
4668930,72,863
4669772,72,842
4670583,72,811
4671387,72,804
4672194,72,807
4672978,72,784
4673757,72,779
4674560,72,803
4675408,72,848
4676274,73,866
4677130,73,856
4678030,73,900
4678937,74,907
4679807,74,870
4680631,74,824
4681451,73,820
4682269,73,818
4683056,73,787
4683824,72,768
4684605,72,781
4685406,72,801
4686220,72,814
4687027,72,807
4687859,73,832
4688735,73,876
4689599,74,864
4690459,74,860
4691338,74,879
4692202,74,864
4693025,74,823
4693850,74,825
4694682,73,832
4695522,73,840
4696312,73,790
4697079,73,767
4697860,72,781
4698665,73,805
4699444,73,779
4700169,73,725
4700884,74,715
4701593,74,709
4702336,75,743
4703124,76,788
4703909,78,785
4704708,78,799
4705501,78,793
4706268,79,767
4706984,80,716
4707675,80,691
4708355,80,680
4709037,80,682
4709720,80,683
4710404,81,684
4711120,82,716
4711915,82,795
4712837,82,922
4713750,82,913
4714676,82,926
4715604,82,928
4716498,82,894
4717330,82,832
4718150,81,820
4718907,81,757
4719617,80,710
4720303,80,686
4720969,80,666
4721629,80,660
4722272,80,643
4722897,80,625
4723557,82,660
4724176,82,619
4724829,83,653
4725441,86,612
4726067,86,626
4726696,87,629
4727310,89,614
4727923,89,613
4728526,94,603
4729123,94,597
4729712,96,589
4730298,96,586
4730884,97,586
4731485,98,601
4732050,98,565
4732645,100,595
4733210,100,565
4733815,101,605
4734393,101,578
4735016,102,623
4735606,103,590
4736200,103,594
4736834,103,634
4737430,103,596
4738083,103,653
4738703,103,620
4739376,103,673
4740080,102,704
4740767,100,687
4741527,100,760
4742271,99,744
4743025,98,754
4743755,96,730
4744464,96,709
4745169,94,705
4745834,91,665
4746535,91,701
4747198,89,663
4747879,87,681
4748581,87,702
4749241,86,660
4749896,86,655
4750554,86,658
4751242,87,688
4751932,88,690
4752592,88,660
4753286,88,694
4753944,89,658
4754675,89,731
4755439,90,764
4756232,89,793
4756967,89,735
4757688,89,721
4758393,88,705
4759094,87,701
4759808,87,714
4760488,86,680
4761166,85,678
4761832,85,666
4762489,85,657
4763139,85,650
4763797,85,658
4764429,86,632
4765082,86,653
4765727,87,645
4766371,89,644
4767013,89,642
4767654,90,641
4768299,92,645
4768930,92,631
4769570,93,640
4770216,93,646
4770893,94,677
4771569,94,676
4772233,94,664
4772883,94,650
4773520,94,637
4774155,94,635
4774782,94,627
4775406,94,624
4776018,94,612
4776627,94,609
4777248,94,621
4777827,95,579
4778434,95,607
4779045,96,611
4779649,97,604
4780251,97,602
4780852,98,601
4781503,98,651
4782147,99,644
4782826,99,679
4783501,99,675
4784157,99,656
4784809,98,652
4785492,98,683
4786141,98,649
4786836,96,695
4787528,96,692
4788198,95,670
4788857,93,659
4789518,93,661
4790124,92,606
4790755,92,631
4791379,92,624
4792019,92,640
4792667,92,648
4793344,92,677
4794089,92,745
4794818,92,729
4795571,92,753
4796307,92,736
4797013,92,706
4797710,92,697
4798358,92,648
4799042,90,684
4799667,90,625
4800335,89,668
4801004,89,669
4801701,89,697
4802460,88,759
4803209,88,749
4803918,88,709
4804617,88,699
4805302,88,685
4805987,88,685
4806684,88,697
4807372,88,688
4808049,88,677
4808719,88,670
4809387,87,668
4810061,87,674
4810791,87,730
4811555,87,764
4812288,87,733
4813018,87,730
4813766,87,748
4814463,87,697
4815187,87,724
4815865,87,678
4816543,86,678
4817191,86,648
4817845,86,654
4818476,86,631
4819116,86,640
4819756,87,640
4820416,87,660
4821037,88,621
4821719,90,682
4822461,90,742
4823239,90,778
4823997,91,758
4824791,91,794
4825613,91,822
4826405,91,792
4827220,91,815
4828094,90,874
4828926,88,832
4829733,85,807
4830582,85,849
4831448,83,866
4832256,81,808
4833031,79,775
4833779,75,748
4834486,75,707
4835179,75,693
4835911,75,732
4836640,75,729
4837405,75,765
4838274,76,869
4839144,77,870
4840001,78,857
4840932,78,931
4841872,78,940
4842729,78,857
4843603,77,874
4844493,77,890
4845373,76,880
4846251,76,878
4847224,75,973
4848242,74,1018
4849235,72,993
4850331,71,1096
4851396,71,1065
4852372,71,976
4853367,69,995
4854357,66,990
4855246,66,889
4856166,65,920
4857123,64,957
4858001,63,878
4858876,63,875
4859833,63,957
4860785,62,952
4861653,62,868
4862605,63,952
4863551,64,946
4864398,64,847
4865258,65,860
4866142,65,884
4867053,66,911
4867945,66,892
4868911,66,966
4869890,66,979
4870810,67,920
4871742,67,932
4872745,66,1003
4873701,66,956
4874596,66,895
4875553,66,957
4876555,66,1002
4877523,65,968
4878500,65,977
4879449,65,949
4880381,64,932
4881259,64,878
4882210,64,951
4883224,64,1014
4884174,64,950
4885066,64,892
4885996,64,930
4886962,64,966
4887886,64,924
4888830,64,944
4889840,64,1010
4890833,64,993
4891780,64,947
4892748,64,968
4893720,64,972
4894589,64,869
4895393,64,804
4896171,64,778
4896925,64,754
4897644,64,719
4898390,64,746
4899173,64,783
4900015,65,842
4900938,66,923
4901925,68,987
4902762,68,837
4903589,69,827
4904391,69,802
4905155,69,764
4905878,70,723
4906592,71,714
4907314,71,722
4908096,73,782
4909031,74,935
4909999,75,968
4910874,75,875
4911721,75,847
4912577,75,856
4913441,75,864
4914278,75,837
4915170,74,892
4916148,73,978
4917119,73,971
4918039,72,920
4919014,72,975
4919985,71,971
4920905,69,920
4921830,69,925
4922794,67,964
4923779,67,985
4924686,66,907
4925595,66,909
4926434,65,839
4927271,65,837
4928196,65,925
4929095,65,899
4929973,65,878
4930861,65,888
4931777,66,916
4932657,66,880
4933500,67,843
4934354,67,854
4935223,68,869
4936097,68,874
4936995,68,898
4937939,68,944
4938907,69,968
4939827,69,920
4940698,69,871
4941518,68,820
4942408,68,890
4943268,68,860
4944095,68,827
4944932,68,837
4945775,68,843
4946608,69,833
4947393,69,785
4948205,69,812
4949034,70,829
4949815,70,781
4950633,72,818
4951515,72,882
4952458,72,943
4953340,73,882
4954264,73,924
4955195,73,931
4956079,73,884
4956986,72,907
4957919,72,933
4958843,71,924
4959750,69,907
4960670,69,920
4961635,69,965
4962544,68,909
4963494,67,950
4964452,67,958
4965392,66,940
4966335,66,943
4967269,66,934
4968162,65,893
4969062,65,900
4970003,65,941
4970954,65,951
4971869,65,915
4972834,65,965
4973793,65,959
4974719,65,926
4975648,65,929
4976602,65,954
4977580,65,978
4978513,65,933
4979441,65,928
4980349,65,908
4981218,65,869
4982136,65,918
4983079,65,943
4983998,65,919
4984906,65,908
4985770,65,864
4986562,66,792
4987327,66,765
4988125,66,798
4988982,66,857
4989848,66,866
4990753,67,905
4991649,68,896
4992515,69,866
4993316,69,801
4994123,69,807
4994938,70,815
4995756,71,818
4996579,71,823
4997446,71,867
4998370,72,924
4999263,72,893
5000219,72,956
5001189,72,970
5002125,72,936
5003012,71,887
5003904,70,892
5004783,70,879
5005603,70,820
5006440,69,837
5007326,69,886
5008219,68,893
5009144,68,925
5010109,68,965
5011077,68,968
5011990,68,913
5012910,68,920
5013830,68,920
5014694,68,864
5015544,68,850
5016409,67,865
5017263,67,854
5018164,67,901
5019102,67,938
5019929,67,827
5020753,67,824
5021532,68,779
5022285,69,753
5023045,69,760
5023800,69,755
5024565,69,765
5025294,71,729
5026014,71,720
5026731,73,717
5027442,75,711
5028146,75,704
5028812,77,666
5029502,80,690
5030205,80,703
5030942,81,737
5031688,83,746
5032423,83,735
5033175,84,752
5033936,85,761
5034716,85,780
5035494,85,778
5036270,85,776
5037072,84,802
5037899,84,827
5038763,83,864
5039656,81,893
5040568,81,912
5041442,80,874
5042279,78,837
5043097,77,818
5043922,76,825
5044756,74,834
5045583,74,827
5046381,73,798
5047152,73,771
5047893,72,741
5048595,72,702
5049286,73,691
5049960,73,674
5050637,73,677
5051331,74,694
5052042,76,711
5052771,76,729
5053494,78,723
5054246,80,752
5055095,81,849
5056045,82,950
5057144,82,1099
5058221,82,1077
5059256,82,1035
5060204,82,948
5061120,82,916
5062028,82,908
5062933,82,905
5063821,82,888
5064697,82,876
5065593,81,896
5066498,80,905
5067413,79,915
5068355,76,942
5069231,76,876
5069987,74,756
5070711,72,724
5071463,71,752
5072225,71,762
5073115,71,890
5074117,71,1002
5075157,71,1040
5076143,71,986
5077097,71,954
5077939,71,842
5078738,71,799
5079512,71,774
5080293,71,781
5081083,71,790
5081903,71,820
5082736,69,833
5083553,69,817
5084393,69,840
5085251,70,858
5086085,71,834
5086896,72,811
5087654,72,758
5088395,73,741
5089103,73,708
5089793,74,690
5090466,74,673
5091134,75,668
5091805,75,671
5092480,76,675
5093168,78,688
5093882,80,714
5094608,80,726
5095336,82,728
5096107,85,771
5096922,85,815
5097772,85,850
5098619,86,847
5099450,86,831
5100235,85,785
5101019,85,784
5101815,84,796
5102641,83,826
5103460,82,819
5104246,79,786
5105015,79,769
5105770,78,755
5106507,77,737
5107241,76,734
5107994,76,753
5108770,76,776
5109523,76,753
5110263,78,740
5110970,78,707
5111659,78,689
5112353,80,694
5113037,80,684
5113707,81,670
5114383,82,676
5115123,82,740
5115891,83,768
5116632,84,741
5117349,84,717
5118066,85,717
5118788,85,722
5119527,85,739
5120265,85,738
5120994,85,729
5121717,85,723
5122424,85,707
5123101,84,677
5123768,84,667
5124426,84,658
5125092,84,666
5125778,85,686
5126576,85,798
5127564,85,988
5128491,85,927
5129379,85,888
5130235,85,856
5131084,85,849
5131879,84,795
5132690,84,811
5133507,83,817
5134328,82,821
5135149,80,821
5135944,78,795
5136705,78,761
5137466,77,761
5138218,76,752
5138960,74,742
5139730,74,770
5140570,74,840
5141437,75,867
5142319,76,882
5143197,76,878
5144071,76,874
5144941,76,870
5145805,76,864
5146663,76,858
5147533,75,870
5148429,75,896
5149309,73,880
5150171,73,862
5151046,72,875
5151952,71,906
5152875,71,923
5153759,70,884
5154614,69,855
5155462,69,848
5156331,69,869
5157194,69,863
5158016,69,822
5158824,69,808
5159612,69,788
5160369,69,757
5161139,70,770
5161929,70,790
5162735,72,806
5163496,72,761
5164275,73,779
5165107,74,832
5165962,74,855
5166823,75,861
5167688,76,865
5168541,76,853
5169376,76,835
5170170,76,794
5170933,75,763
5171699,75,766
5172514,75,815
5173411,74,897
5174339,74,928
5175246,74,907
5176133,74,887
5177044,74,911
5177963,73,919
5178853,73,890
5179708,72,855
5180540,71,832
5181357,71,817
5182155,70,798
5182952,70,797
5183758,70,806
5184609,70,851
5185521,70,912
5186434,70,913
5187373,71,939
5188349,71,976
5189302,71,953
5190199,70,897
5191097,70,898
5191979,70,882
5192820,70,841
5193635,70,815
5194444,69,809
5195202,69,758
5195915,68,713
5196614,69,699
5197286,69,672
5197946,69,660
5198609,69,663
5199220,69,611
5199920,70,700
5200874,72,954
5201839,74,965
5202780,74,941
5203748,74,968
5204651,74,903
5205557,74,906
5206456,74,899
5207345,74,889
5208236,74,891
5209132,74,896
5210041,74,909
5210915,74,874
5211814,74,899
5212757,73,943
5213682,69,925
5214572,69,890
5215455,67,883
5216344,67,889
5217223,67,879
5218043,67,820
5218862,68,819
5219697,68,835
5220485,68,788
5221239,68,754
5221996,69,757
5222747,69,751
5223484,70,737
5224209,72,725
5224927,72,718
5225647,74,720
5226390,75,743
5227176,78,786
5227986,78,810
5228802,79,816
5229629,79,827
5230451,80,822
5231229,80,778
5232005,80,776
5232783,80,778
5233572,79,789
5234356,78,784
5235154,78,798
5235982,78,828
5236857,77,875
5237742,77,885
5238667,76,925
5239603,76,936
5240505,76,902
5241407,74,902
5242308,74,901
5243176,73,868
5244030,73,854
5244912,72,882
5245837,71,925
5246757,70,920
5247697,69,940
5248632,68,935
5249519,68,887
5250410,68,891
5251294,67,884
5252141,67,847
5252984,67,843
5253838,67,854
5254691,68,853
5255547,68,856
5256480,68,933
5257455,68,975
5258379,68,924
5259350,68,971
5260287,68,937
5261156,68,869
5262017,68,861
5262900,68,883
5263756,68,856
5264584,68,828
5265411,67,827
5266268,67,857
5267098,67,830
5267971,68,873
5268940,68,969
5269885,69,945
5270785,69,900
5271698,69,913
5272582,69,884
5273435,69,853
5274281,69,846
5275093,69,812
5275871,69,778
5276656,69,785
5277470,69,814
5278289,70,819
5279155,70,866
5280104,70,949
5281033,70,929
5281954,71,921
5282884,71,930
5283764,71,880
5284623,71,859
5285480,71,857
5286329,71,849
5287148,70,819
5287980,70,832
5288834,70,854
5289688,69,854
5290561,69,873
5291438,69,877
5292293,69,855
5293154,70,861
5294046,70,892
5294918,70,872
5295769,71,851
5296607,71,838
5297408,71,801
5298197,71,789
5298977,71,780
5299758,71,781
5300538,71,780
5301368,71,830
5302242,72,874
5303135,72,893
5304019,73,884
5304964,73,945
5305882,73,918
5306746,73,864
5307609,73,863
5308448,73,839
5309257,72,809
5310070,71,813
5310874,71,804
5311657,71,783
5312437,70,780
5313249,71,812
5314082,71,833
5314913,71,831
5315781,72,868
5316654,72,873
5317499,73,845
5318348,73,849
5319198,74,850
5319993,74,795
5320787,74,794
5321592,73,805
5322400,73,808
5323208,73,808
5324048,73,840
5324904,73,856
5325750,73,846
5326587,73,837
5327421,74,834
5328232,74,811
5329029,74,797
5329829,74,800
5330638,74,809
5331433,74,795
5332245,74,812
5333080,74,835
5333900,74,820
5334724,74,824
5335554,74,830
5336385,74,831
5337197,74,812
5338001,74,804
5338757,74,756
5339498,74,741
5340256,75,758
5341021,75,765
5341823,75,802
5342709,76,886
5343613,76,904
5344496,76,883
5345400,76,904
5346311,76,911
5347205,75,894
5348076,75,871
5348963,74,887
5349832,74,869
5350674,73,842
5351526,72,852
5352444,71,918
5353384,70,940
5354272,70,888
5355181,69,909
5356110,68,929
5356987,68,877
5357815,68,828
5358609,68,794
5359373,68,764
5360112,69,739
5360840,69,728
5361573,69,733
5362319,70,746
5363071,70,752
5363835,71,764
5364616,72,781
5365380,75,764
5366143,75,763
5366910,76,767
5367666,77,756
5368406,79,740
5369140,79,734
5369871,80,731
5370603,80,732
5371334,80,731
5372086,81,752
5372890,81,804
5373741,81,851
5374667,81,926
5375607,81,940
5376493,81,886
5377344,81,851
5378123,80,779
5378901,79,778
5379678,78,777
5380438,78,760
5381208,78,770
5382014,78,806
5382843,77,829
5383664,76,821
5384491,76,827
5385359,76,868
5386219,75,860
5387069,74,850
5387939,75,870
5388828,75,889
5389682,75,854
5390539,74,857
5391415,74,876
5392265,73,850
5393076,72,811
5393851,72,775
5394582,72,731
5395288,72,706
5395996,72,708
5396678,72,682
5397358,72,680
5398024,75,666
5398756,75,732
5399017,75,261
5399482,75,465
5400199,75,717
5400978,75,779
5401741,75,763
5402479,75,738
5403188,75,709
5403875,75,687
5404542,75,667
5405183,79,641
5405817,79,634
5406434,82,617
5407057,82,623
5407723,84,666
5408453,86,730
5409413,88,960
5410580,88,1167
5411707,88,1127
5412810,88,1103
5413961,88,1151
5415077,88,1116
5416159,88,1082
5417260,88,1101
5418273,85,1013
5419291,82,1018
5420336,79,1045
5421448,76,1112
5422493,73,1045
5423602,70,1109
5424690,67,1088
5425661,60,971
5426614,60,953
5427563,56,949
5428495,56,932
5429318,56,823
5430119,57,801
5430912,58,793
5431667,58,755
5432471,58,804
5433239,58,768
5434076,60,837
5435035,62,959
5435956,65,921
5436887,65,931
5437886,65,999
5438812,65,926
5439715,65,903
5440624,66,909
5441476,67,852
5442328,68,852
5443130,69,802
5443898,69,768
5444654,70,756
5445422,70,768
5446233,70,811
5447018,70,785
5447866,70,848
5448807,70,941
5449727,70,920
5450610,70,883
5451545,70,935
5452479,70,934
5453416,71,937
5454276,71,860
5455212,71,936
5456285,71,1073
5457330,70,1045
5458259,70,929
5459194,69,935
5460289,67,1095
5461380,66,1091
5462388,66,1008
5463269,66,881
5464112,66,843
5464978,66,866
5465894,66,916
5466851,66,957
5467879,66,1028
5468871,66,992
5469851,65,980
5470749,64,898
5471661,64,912
5472547,64,886
5473390,64,843
5474221,64,831
5475028,64,807
5475820,64,792
5476614,65,794
5477426,66,812
5478279,67,853
5479163,68,884
5480039,69,876
5480841,69,802
5481646,70,805
5482460,71,814
5483324,72,864
5484229,73,905
5485090,73,861
5485890,73,800
5486723,73,833
5487636,73,913
5488550,73,914
5489510,72,960
5490552,72,1042
5491597,71,1045
5492541,71,944
5493516,70,975
5494516,69,1000
5495497,69,981
5496495,68,998
5497538,66,1043
5498549,65,1011
5499529,64,980
5500527,63,998
5501493,62,966
5502372,62,879
5503277,61,905
5504200,61,923
5505160,61,960
5506017,61,857
5506930,62,913
5507893,62,963
5508798,63,905
5509735,63,937
5510707,64,972
5511590,64,883
5512515,65,925
5513454,65,939
5514363,65,909
5515259,66,896
5516172,66,913
5517066,66,894
5517990,66,924
5518938,66,948
5519885,66,947
5520826,66,941
5521770,66,944
5522683,66,913
5523585,66,902
5524575,66,990
5525599,66,1024
5526555,65,956
5527537,65,982
5528496,65,959
5529374,65,878
5530240,64,866
5531129,64,889
5531978,64,849
5532852,64,874
5533737,64,885
5534682,65,945
5535679,65,997
5536718,65,1039
5537748,66,1030
5538734,66,986
5539717,66,983
5540699,66,982
5541606,65,907
5542518,65,912
5543443,64,925
5544353,64,910
5545275,64,922
5546216,64,941
5547176,64,960
5548080,63,904
5549016,63,936
5549988,64,972
5550950,64,962
5551953,64,1003
5553001,64,1048
5553999,64,998
5554942,64,943
5555910,64,968
5556880,64,970
5557765,63,885
5558649,63,884
5559523,63,874
5560370,63,847
5561204,63,834
5562091,63,887
5563080,64,989
5564009,64,929
5564954,65,945
5565914,65,960
5566788,66,874
5567633,66,845
5568480,67,847
5569350,67,870
5570149,67,799
5570990,67,841
5571820,67,830
5572595,68,775
5573409,68,814
5574230,69,821
5575067,69,837
5575914,70,847
5576758,71,844
5577592,72,834
5578492,72,900
5579513,73,1021
5580482,73,969
5581515,73,1033
5582547,73,1032
5583496,73,949
5584475,73,979
5585423,70,948
5586313,70,890
5587269,69,956
5588277,68,1008
5589244,67,967
5590238,66,994
5591286,65,1048
5592283,64,997
5593259,63,976
5594273,62,1014
5595275,62,1002
5596193,62,918
5597154,62,961
5598148,62,994
5599065,62,917
5599972,62,907
5600861,62,889
5601831,62,970
5602783,62,952
5603749,62,966
5604715,63,966
5605595,63,880
5606458,64,863
5607317,64,859
5608156,64,839
5608973,65,817
5609844,65,871
5610789,66,945
5611732,66,943
5612673,67,941
5613645,67,972
5614601,67,956
5615511,67,910
5616406,67,895
5617286,67,880
5618122,67,836
5618982,67,860
5619868,67,886
5620751,67,883
5621659,67,908
5622594,67,935
5623505,67,911
5624389,67,884
5625323,67,934
5626243,68,920
5627118,68,875
5628027,68,909
5628935,68,908
5629770,68,835
5630638,68,868
5631550,67,912
5632483,67,933
5633433,67,950
5634373,67,940
5635227,67,854
5636093,67,866
5636957,67,864
5637797,67,840
5638633,67,836
5639487,68,854
5640339,68,852
5641155,68,816
5642010,68,855
5642881,69,871
5643722,69,841
5644565,70,843
5645443,70,878
5646322,71,879
5647158,71,836
5648014,71,856
5648864,71,850
5649670,71,806
5650511,71,841
5651393,71,882
5652298,71,905
5653193,71,895
5654114,71,921
5655037,71,923
5655909,71,872
5656785,70,876
5657646,70,861
5658427,70,781
5659190,70,763
5659951,70,761
5660726,70,775
5661482,70,756
5662217,71,735
5662963,71,746
5663728,72,765
5664499,74,771
5665242,74,743
5665985,75,743
5666723,76,738
5667453,79,730
5668161,79,708
5668877,80,716
5669602,81,725
5670339,81,737
5671085,81,746
5671839,82,754
5672625,82,786
5673404,82,779
5674151,82,747
5674932,82,781
5675708,82,776
5676485,82,777
5677267,82,782
5678075,81,808
5678871,81,796
5679705,80,834
5680565,80,860
5681443,79,878
5682262,78,819
5683118,78,856
5684033,77,915
5684914,76,881
5685756,74,842
5686621,74,865
5687518,74,897
5688342,73,824
5689239,72,897
5690170,72,931
5691100,71,930
5691977,70,877
5692892,70,915
5693812,69,920
5694685,69,873
5695599,69,914
5696562,68,963
5697487,68,925
5698317,68,830
5699086,68,769
5699808,68,722
5700563,68,755
5701291,68,728
5702014,68,723
5702744,68,730
5703493,69,749
5704217,71,724
5704945,71,728
5705675,73,730
5706410,76,735
5707141,76,731
5707850,78,709
5708555,81,705
5709274,81,719
5710030,83,756
5710840,83,810
5711720,83,880
5712617,83,897
5713545,83,928
5714518,83,973
